,sentences1,sentences2,is_similar
7522,A young mother is playing with her boy in the park,A young boy is playing in the park with his mother,1
7523,The boy in blue is running away from the woman in blue,A boy in blue is running away from a woman in blue,1
7524,A boy in blue is running away from a woman in blue,A boy in blue is running towards a woman in blue,1
7525,A young boy is playing in the park with his mother,The boy in blue is running away from the woman in blue,0
7526,A young boy is playing in the park with his mother,A boy in blue is running towards a woman in blue,1
7527,A boy of young age is playing in the park with his mother,A boy in blue is running away from a woman in blue,1
7528,A boy in blue is running away from a woman in blue,There is no young boy playing in the park with his mother,1
7529,A boy in blue is running away from a woman in blue,A young mother is playing with her boy in the park,1
7530,A young boy is playing in the park with his mother,A boy in blue is running away from a woman in blue,1
7531,One little boy with brown hair is jumping off of the brown chair onto the floor,A little boy with brown hair is jumping off of a brown chair onto the floor,1
7532,A little boy with brown hair is jumping off of a brown chair onto the floor,There is no little boy with brown hair jumping off of a brown chair onto the floor,1
7533,A young boy is quickly jumping off a chair,A young boy is jumping off a chair,1
7534,A young boy is jumping off a chair,A young boy is jumping onto a chair,1
7535,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is quickly jumping off a chair,1
7536,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is jumping onto a chair,1
7537,One little boy with brown hair is jumping off of the brown chair onto the floor,A young boy is jumping off a chair,1
7538,A young boy is jumping off a chair,There is no little boy with brown hair jumping off of a brown chair onto the floor,1
7539,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is jumping off a chair,1
7540,Two children are bouncing on colorful balls,Two kids are bouncing on colorful balls,1
7541,Two kids are sitting on colorful balls,Two kids are bouncing on colorful balls,1
7542,Two balls are bouncing against some colorful kids,Two kids are bouncing on colorful balls,1
7543,The children are wearing black tights and hopping,Some children are wearing black tights and hopping,1
7544,The children are not wearing black tights and are not hopping,The children are wearing black tights and hopping,1
7545,Two kids are bouncing on colorful balls,Some children are wearing black tights and hopping,0
7546,The children are not wearing black tights and are not hopping,Two kids are bouncing on colorful balls,1
7547,Two children are bouncing on colorful balls,The children are wearing black tights and hopping,0
7548,Two kids are sitting on colorful balls,The children are wearing black tights and hopping,0
7549,The children are wearing black tights and hopping,Two balls are bouncing against some colorful kids,0
7550,The children are wearing black tights and hopping,Two kids are bouncing on colorful balls,0
7551,A little girl is smiling and wearing a fake nose and glasses,The little girl is smiling and wearing a fake nose and glasses,1
7552,A little girl is frowning and taking off a fake nose and glasses,A little girl is smiling and wearing a fake nose and glasses,1
7553,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,1
7554,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,1
7555,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses,1
7556,A little girl is smiling and wearing a fake nose and glasses,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,1
7557,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The little girl is smiling and wearing a fake nose and glasses,1
7558,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is frowning and taking off a fake nose and glasses,1
